Rings,Length,Shell weight,Diameter,Height,Whole weight,Shucked weight,Viscera weight
12,0.65,0.369,0.515,0.185,1.3745,0.75,0.1805
11,0.65,0.4115,0.515,0.18,1.463,0.658,0.3135
11,0.65,0.432,0.52,0.195,1.6275,0.689,0.3905
9,0.65,0.3095,0.475,0.165,1.3875,0.58,0.3485
11,0.655,0.405,0.525,0.16,1.46,0.686,0.311
8,0.655,0.4,0.53,0.165,1.2835,0.583,0.1255
12,0.66,0.335,0.5,0.155,1.3765,0.6485,0.288
11,0.66,0.401,0.515,0.2,1.6465,0.749,0.422
10,0.675,0.325,0.515,0.145,1.265,0.6025,0.299
11,0.685,0.465,0.53,0.17,1.56,0.647,0.383
12,0.715,0.445,0.52,0.18,1.6,0.708,0.3525
12,0.735,0.6195,0.555,0.22,2.333,1.2395,0.3645
4,0.175,0.009,0.125,0.04,0.028,0.0095,0.008
8,0.37,0.0675,0.285,0.095,0.226,0.1135,0.0515
5,0.395,0.077,0.3,0.09,0.2855,0.1385,0.0625
7,0.42,0.1025,0.325,0.11,0.325,0.1245,0.0755
8,0.455,0.126,0.37,0.11,0.514,0.2385,0.1235
8,0.495,0.1395,0.375,0.115,0.5755,0.31,0.1145
7,0.51,0.148,0.375,0.11,0.5805,0.2865,0.118
8,0.515,0.119,0.39,0.14,0.678,0.341,0.1325
7,0.545,0.228,0.43,0.155,0.8035,0.409,0.144
9,0.555,0.2065,0.405,0.12,0.913,0.4585,0.196
9,0.58,0.215,0.45,0.16,0.8675,0.3935,0.221
10,0.59,0.27,0.465,0.17,1.0425,0.4635,0.24
10,0.6,0.365,0.46,0.18,1.14,0.423,0.2575
11,0.61,0.3045,0.49,0.17,1.3475,0.7045,0.25
11,0.615,0.31,0.475,0.155,1.0735,0.4375,0.2585
9,0.615,0.3285,0.475,0.19,1.4335,0.7315,0.305
14,0.615,0.371,0.495,0.2,1.304,0.5795,0.3115
9,0.62,0.228,0.46,0.16,0.9505,0.4915,0.2
11,0.63,0.38,0.515,0.17,1.385,0.6355,0.2955
12,0.64,0.32,0.5,0.17,1.12,0.4955,0.2645
9,0.64,0.315,0.5,0.17,1.2645,0.565,0.3375
8,0.655,0.333,0.455,0.17,1.275,0.583,0.303
10,0.655,0.335,0.505,0.165,1.27,0.6035,0.262
10,0.66,0.405,0.53,0.175,1.583,0.7395,0.3505
9,0.665,0.37,0.5,0.175,1.4355,0.643,0.345
10,0.67,0.3905,0.525,0.195,1.42,0.573,0.368
10,0.69,0.48,0.53,0.19,1.5955,0.678,0.331
10,0.715,0.4305,0.525,0.2,1.89,0.95,0.436
13,0.735,0.5675,0.565,0.225,2.037,0.87,0.5145
6,0.27,0.029,0.205,0.05,0.084,0.03,0.0185
7,0.285,0.035,0.225,0.07,0.1005,0.0425,0.0185
5,0.295,0.0365,0.22,0.085,0.1285,0.0585,0.027
5,0.3,0.044,0.225,0.075,0.1345,0.057,0.028
5,0.3,0.035,0.22,0.065,0.1195,0.052,0.0155
6,0.36,0.055,0.265,0.085,0.1895,0.0725,0.0515
6,0.37,0.0825,0.275,0.095,0.257,0.1015,0.055
8,0.39,0.078,0.29,0.09,0.2745,0.135,0.0455
6,0.435,0.105,0.325,0.1,0.342,0.1335,0.0835
8,0.44,0.125,0.34,0.105,0.344,0.123,0.081
8,0.44,0.1,0.32,0.095,0.3275,0.1495,0.059
7,0.445,0.13,0.345,0.12,0.4035,0.169,0.0825
9,0.465,0.1455,0.37,0.115,0.4075,0.1515,0.0935
8,0.465,0.14,0.355,0.12,0.4975,0.2375,0.099
8,0.47,0.125,0.345,0.12,0.3685,0.1525,0.0615
7,0.475,0.127,0.365,0.105,0.4175,0.1645,0.099
9,0.475,0.135,0.335,0.1,0.4425,0.1895,0.086
9,0.475,0.1355,0.35,0.125,0.4225,0.1905,0.079
8,0.485,0.151,0.365,0.125,0.426,0.163,0.0965
9,0.49,0.1745,0.39,0.12,0.511,0.2205,0.103
9,0.515,0.195,0.405,0.13,0.573,0.213,0.134
8,0.52,0.171,0.415,0.14,0.6385,0.2945,0.1405
10,0.525,0.168,0.405,0.125,0.657,0.2985,0.1505
10,0.525,0.2225,0.425,0.14,0.8735,0.4205,0.182
9,0.53,0.215,0.425,0.13,0.781,0.3905,0.2005
9,0.53,0.208,0.42,0.14,0.6765,0.256,0.1855
9,0.53,0.215,0.41,0.125,0.769,0.346,0.173
11,0.53,0.195,0.395,0.125,0.6235,0.2975,0.108
7,0.535,0.19,0.405,0.14,0.7315,0.336,0.156
10,0.535,0.2595,0.45,0.155,0.8075,0.3655,0.148
9,0.545,0.212,0.41,0.14,0.737,0.349,0.15
10,0.545,0.205,0.41,0.125,0.654,0.2945,0.1315
10,0.55,0.236,0.415,0.15,0.7915,0.3535,0.176
8,0.55,0.24,0.45,0.14,0.753,0.3445,0.1325
9,0.55,0.221,0.4,0.135,0.717,0.3315,0.1495
9,0.555,0.247,0.43,0.15,0.783,0.345,0.1755
9,0.575,0.217,0.45,0.145,0.872,0.4675,0.18
8,0.575,0.239,0.44,0.15,0.983,0.486,0.215
11,0.585,0.32,0.42,0.155,1.034,0.437,0.2225
10,0.585,0.2845,0.465,0.145,0.9855,0.4325,0.2145
9,0.585,0.265,0.46,0.14,0.7635,0.326,0.153
8,0.59,0.28,0.465,0.135,0.9895,0.4235,0.199
10,0.595,0.287,0.47,0.135,0.9365,0.434,0.184
10,0.595,0.2575,0.44,0.135,0.964,0.5005,0.1715
10,0.595,0.3085,0.46,0.155,1.0455,0.4565,0.24
12,0.595,0.279,0.45,0.165,1.081,0.49,0.2525
10,0.6,0.305,0.47,0.16,1.012,0.441,0.2015
10,0.6,0.309,0.5,0.16,1.122,0.5095,0.256
11,0.605,0.3555,0.49,0.165,1.1245,0.492,0.222
10,0.605,0.35,0.49,0.15,1.1345,0.4305,0.2525
10,0.61,0.2935,0.45,0.19,1.0805,0.517,0.2495
9,0.61,0.317,0.495,0.165,1.0835,0.4525,0.273
11,0.615,0.317,0.47,0.175,1.242,0.5675,0.287
11,0.62,0.332,0.5,0.18,1.3915,0.726,0.2795
10,0.62,0.35,0.525,0.155,1.085,0.454,0.1965
11,0.62,0.284,0.47,0.155,0.966,0.447,0.171
10,0.62,0.305,0.48,0.165,1.0855,0.481,0.2575
14,0.625,0.3605,0.485,0.135,1.3025,0.61,0.2675
11,0.625,0.3315,0.485,0.16,1.15,0.5255,0.257
11,0.63,0.31,0.49,0.17,1.217,0.5515,0.212
9,0.63,0.375,0.505,0.195,1.306,0.516,0.3305
13,0.64,0.405,0.5,0.175,1.273,0.5065,0.2925
12,0.645,0.425,0.51,0.19,1.4865,0.6445,0.296
11,0.65,0.36,0.52,0.17,1.3655,0.6155,0.2885
11,0.65,0.399,0.495,0.17,1.276,0.6215,0.2305
10,0.65,0.32,0.495,0.16,1.2075,0.55,0.2695
10,0.65,0.3825,0.52,0.195,1.281,0.5985,0.246
13,0.65,0.4355,0.525,0.205,1.4275,0.69,0.306
12,0.65,0.385,0.51,0.175,1.155,0.4955,0.2025
10,0.65,0.3885,0.51,0.175,1.35,0.575,0.3155
11,0.65,0.4,0.525,0.19,1.3685,0.5975,0.296
10,0.66,0.398,0.53,0.17,1.431,0.622,0.309
10,0.66,0.339,0.51,0.18,1.261,0.5,0.2335
11,0.665,0.47,0.54,0.195,1.764,0.8505,0.3615
11,0.67,0.358,0.51,0.155,1.278,0.5605,0.3045
11,0.67,0.3315,0.54,0.195,1.217,0.532,0.2735
9,0.67,0.4165,0.54,0.2,1.46,0.6435,0.328
11,0.675,0.4,0.535,0.185,1.5575,0.7035,0.402
11,0.675,0.341,0.51,0.17,1.527,0.809,0.318
9,0.675,0.425,0.53,0.195,1.4985,0.62,0.375
10,0.685,0.4895,0.55,0.19,1.885,0.89,0.41
11,0.685,0.46,0.535,0.175,1.432,0.637,0.247
11,0.705,0.462,0.55,0.21,1.4385,0.655,0.3255
10,0.705,0.44,0.53,0.17,1.564,0.612,0.394
11,0.71,0.434,0.555,0.175,2.14,1.2455,0.3725
11,0.725,0.435,0.56,0.185,1.792,0.873,0.367
11,0.78,0.6745,0.6,0.21,2.548,1.1945,0.5745
5,0.235,0.0465,0.13,0.075,0.1585,0.0685,0.037
7,0.35,0.1255,0.25,0.1,0.4015,0.1725,0.063
7,0.36,0.128,0.25,0.115,0.465,0.21,0.1055
7,0.38,0.067,0.28,0.095,0.2885,0.165,0.0435
7,0.38,0.164,0.32,0.115,0.6475,0.323,0.1325
9,0.43,0.184,0.31,0.13,0.6485,0.2735,0.163
9,0.465,0.1035,0.36,0.105,0.452,0.22,0.159
9,0.47,0.1325,0.355,0.12,0.4915,0.1765,0.1125
7,0.485,0.273,0.365,0.15,0.9145,0.4145,0.199
9,0.495,0.2475,0.375,0.155,0.976,0.45,0.2285
8,0.5,0.2455,0.395,0.145,0.7865,0.332,0.1815
7,0.505,0.185,0.4,0.15,0.775,0.3445,0.157
10,0.51,0.255,0.375,0.15,0.8415,0.3845,0.156
9,0.51,0.17,0.38,0.135,0.681,0.3435,0.142
9,0.515,0.146,0.37,0.115,0.6145,0.3415,0.155
9,0.55,0.311,0.415,0.18,1.1655,0.502,0.301
10,0.575,0.4095,0.42,0.19,1.764,0.914,0.377
10,0.605,0.271,0.455,0.16,1.1215,0.533,0.273
10,0.615,0.345,0.505,0.165,1.167,0.4895,0.2955
9,0.615,0.283,0.475,0.15,1.0375,0.476,0.2325
10,0.625,0.3375,0.48,0.18,1.223,0.565,0.2975
9,0.625,0.287,0.47,0.15,1.124,0.556,0.2315
9,0.635,0.355,0.505,0.17,1.2635,0.512,0.322
9,0.65,0.3005,0.525,0.165,1.238,0.647,0.2485
11,0.65,0.3235,0.5,0.17,1.4045,0.694,0.318
12,0.67,0.407,0.525,0.195,1.37,0.6065,0.2955
13,0.695,0.4525,0.525,0.205,1.8185,0.819,0.4025
12,0.705,0.516,0.555,0.195,1.7525,0.7105,0.4215
5,0.275,0.034,0.205,0.065,0.101,0.041,0.021
5,0.285,0.034,0.205,0.07,0.106,0.039,0.0285
7,0.36,0.0615,0.265,0.085,0.1865,0.0675,0.037
6,0.385,0.086,0.29,0.1,0.2575,0.1,0.061
6,0.4,0.091,0.315,0.1,0.3225,0.143,0.0735
7,0.43,0.123,0.33,0.095,0.32,0.118,0.065
8,0.435,0.145,0.375,0.11,0.4155,0.17,0.076
7,0.45,0.11,0.335,0.115,0.3935,0.195,0.071
8,0.475,0.1435,0.355,0.135,0.4775,0.2145,0.09
8,0.475,0.13,0.36,0.11,0.452,0.191,0.099
8,0.485,0.1465,0.37,0.14,0.5065,0.2425,0.088
8,0.51,0.165,0.395,0.105,0.5525,0.234,0.127
9,0.515,0.179,0.39,0.12,0.565,0.235,0.135
10,0.52,0.1945,0.41,0.14,0.699,0.3395,0.129
9,0.525,0.21,0.4,0.14,0.6055,0.2605,0.108
9,0.53,0.2595,0.425,0.155,0.7905,0.307,0.171
9,0.53,0.22,0.425,0.13,0.702,0.2975,0.1395
10,0.53,0.1825,0.42,0.135,0.675,0.294,0.156
8,0.53,0.148,0.395,0.115,0.475,0.2025,0.101
11,0.53,0.1895,0.41,0.15,0.612,0.2435,0.1525
10,0.535,0.22,0.4,0.145,0.705,0.3065,0.1365
9,0.535,0.265,0.45,0.135,0.728,0.2845,0.1845
10,0.555,0.2735,0.44,0.14,0.846,0.346,0.1715
10,0.555,0.275,0.46,0.16,0.86,0.3345,0.1935
9,0.56,0.2695,0.465,0.145,0.8875,0.3345,0.22
9,0.56,0.245,0.43,0.145,0.898,0.3895,0.2325
9,0.565,0.21,0.43,0.125,0.6545,0.2815,0.139
10,0.575,0.26,0.45,0.145,0.795,0.364,0.1505
9,0.575,0.235,0.465,0.12,1.0535,0.516,0.2185
9,0.575,0.2985,0.46,0.15,0.927,0.333,0.207
9,0.58,0.2255,0.42,0.14,0.701,0.3285,0.102
8,0.58,0.2445,0.45,0.155,0.8275,0.321,0.1975
13,0.585,0.2875,0.42,0.155,0.9845,0.442,0.2155
9,0.585,0.265,0.47,0.145,0.9565,0.4025,0.2365
9,0.59,0.245,0.45,0.125,0.86,0.437,0.1515
10,0.595,0.314,0.48,0.185,1.1785,0.526,0.2975
10,0.615,0.33,0.48,0.185,1.2205,0.4985,0.315
10,0.615,0.2655,0.455,0.13,0.9685,0.49,0.182
11,0.62,0.343,0.5,0.175,1.107,0.4895,0.24
12,0.62,0.306,0.48,0.18,1.1305,0.5285,0.2655
11,0.62,0.3175,0.48,0.155,1.2555,0.527,0.374
9,0.625,0.345,0.495,0.155,1.177,0.5055,0.278
10,0.625,0.335,0.5,0.185,1.2425,0.5995,0.248
12,0.63,0.354,0.49,0.16,1.09,0.407,0.224
8,0.63,0.315,0.475,0.15,1.072,0.433,0.2975
10,0.645,0.342,0.51,0.155,1.129,0.5015,0.24
10,0.65,0.39,0.505,0.175,1.2075,0.5105,0.262
11,0.65,0.37,0.495,0.175,1.227,0.528,0.258
13,0.655,0.45,0.52,0.175,1.472,0.6275,0.27
14,0.665,0.456,0.525,0.18,1.5785,0.678,0.229
10,0.67,0.374,0.52,0.175,1.4755,0.6275,0.379
12,0.675,0.512,0.54,0.175,1.5545,0.6645,0.278
11,0.675,0.45,0.54,0.21,1.593,0.686,0.318
13,0.695,0.5295,0.58,0.2,1.8995,0.675,0.478
10,0.695,0.465,0.535,0.175,1.361,0.5465,0.2815
11,0.705,0.44,0.56,0.17,1.4575,0.607,0.318
12,0.74,0.488,0.58,0.205,2.381,0.8155,0.4695
3,0.205,0.014,0.155,0.045,0.0495,0.0235,0.011
6,0.305,0.05,0.23,0.075,0.1455,0.0595,0.0305
7,0.32,0.0355,0.23,0.06,0.129,0.0615,0.0275
7,0.355,0.064,0.27,0.1,0.2255,0.11,0.042
9,0.425,0.0975,0.305,0.11,0.359,0.173,0.0875
8,0.425,0.1,0.31,0.095,0.3505,0.1645,0.071
8,0.45,0.1325,0.365,0.115,0.5885,0.318,0.121
10,0.515,0.175,0.385,0.13,0.623,0.2855,0.1285
8,0.52,0.17,0.375,0.135,0.5375,0.221,0.117
8,0.525,0.175,0.4,0.125,0.5655,0.2435,0.119
9,0.555,0.24,0.445,0.13,0.8625,0.4225,0.155
12,0.61,0.344,0.49,0.17,1.137,0.4605,0.2825
8,0.35,0.07,0.26,0.095,0.221,0.0985,0.043
6,0.38,0.21,0.275,0.095,0.2425,0.106,0.0485
8,0.46,0.0965,0.34,0.1,0.386,0.1805,0.0875
8,0.465,0.1395,0.355,0.12,0.5315,0.2725,0.097
8,0.475,0.153,0.385,0.12,0.562,0.289,0.0905
9,0.565,0.2245,0.445,0.14,0.836,0.406,0.1605
8,0.57,0.2515,0.45,0.14,0.9275,0.477,0.1605
10,0.57,0.2735,0.44,0.145,0.8815,0.3605,0.1955
10,0.595,0.3305,0.46,0.155,1.03,0.4275,0.207
9,0.605,0.356,0.48,0.175,1.1685,0.4815,0.2305
9,0.615,0.274,0.455,0.135,1.059,0.4735,0.263
7,0.62,0.296,0.46,0.17,1.127,0.535,0.2635
11,0.625,0.3945,0.47,0.17,1.1665,0.4605,0.2565
10,0.68,0.4575,0.52,0.185,1.541,0.5985,0.395
11,0.68,0.4285,0.54,0.195,1.7825,0.5565,0.3235
11,0.68,0.374,0.52,0.175,1.543,0.7525,0.351
12,0.71,0.431,0.555,0.17,1.47,0.5375,0.38
14,0.5,0.235,0.385,0.12,0.6335,0.2305,0.125
10,0.545,0.275,0.42,0.175,0.754,0.256,0.1775
14,0.46,0.17,0.365,0.115,0.4485,0.165,0.083
11,0.535,0.24,0.41,0.15,0.8105,0.345,0.187
6,0.335,0.085,0.26,0.075,0.22,0.0855,0.04
7,0.425,0.175,0.35,0.1,0.4425,0.175,0.0755
9,0.41,0.105,0.325,0.1,0.3555,0.146,0.072
4,0.17,0.005,0.105,0.035,0.034,0.012,0.0085
8,0.335,0.055,0.25,0.095,0.185,0.0795,0.0495
8,0.52,0.19,0.425,0.125,0.79,0.372,0.205
9,0.53,0.245,0.41,0.145,0.8255,0.375,0.204
11,0.5,0.205,0.42,0.125,0.62,0.255,0.15
9,0.615,0.32,0.475,0.145,0.9525,0.3915,0.195
16,0.575,0.27,0.45,0.16,0.955,0.44,0.1685
14,0.57,0.355,0.45,0.155,0.91,0.326,0.1895
11,0.455,0.145,0.35,0.105,0.416,0.1625,0.097
6,0.37,0.08,0.275,0.085,0.2045,0.096,0.056
9,0.445,0.159,0.37,0.125,0.515,0.2495,0.087
14,0.675,0.453,0.535,0.22,1.604,0.6175,0.4255
6,0.385,0.1025,0.3,0.115,0.3435,0.1645,0.085
7,0.375,0.1035,0.295,0.11,0.3005,0.1255,0.0575
10,0.56,0.285,0.44,0.13,0.8255,0.2425,0.202
12,0.55,0.275,0.41,0.15,0.785,0.282,0.186
9,0.57,0.255,0.465,0.155,0.9685,0.446,0.261
11,0.485,0.255,0.4,0.155,0.731,0.236,0.183
8,0.41,0.135,0.335,0.115,0.4405,0.19,0.085
9,0.335,0.055,0.255,0.085,0.1785,0.071,0.0405
16,0.655,0.49,0.515,0.2,1.373,0.443,0.3375
12,0.565,0.37,0.45,0.165,0.9765,0.322,0.244
9,0.57,0.265,0.44,0.19,1.018,0.447,0.207
14,0.55,0.19,0.465,0.15,1.082,0.3575,0.194
14,0.63,0.49,0.475,0.175,1.423,0.4155,0.3385
10,0.475,0.185,0.37,0.125,0.655,0.266,0.1725
18,0.655,0.445,0.5,0.18,1.4155,0.508,0.314
5,0.32,0.05,0.235,0.065,0.1385,0.058,0.0225
19,0.525,0.285,0.395,0.165,0.782,0.285,0.1405
10,0.525,0.195,0.43,0.165,0.717,0.289,0.1745
15,0.5,0.195,0.39,0.13,0.6355,0.2505,0.1635
8,0.44,0.135,0.34,0.135,0.3975,0.1505,0.0945
9,0.49,0.205,0.385,0.16,0.656,0.2455,0.171
15,0.545,0.25,0.44,0.165,0.744,0.2875,0.204
12,0.45,0.13,0.36,0.11,0.447,0.203,0.082
9,0.515,0.17,0.4,0.115,0.578,0.191,0.1445
5,0.33,0.05,0.25,0.075,0.1405,0.056,0.035
12,0.525,0.25,0.41,0.15,0.708,0.274,0.151
9,0.295,0.05,0.225,0.09,0.1385,0.048,0.046
16,0.545,0.365,0.45,0.16,0.8615,0.2925,0.1545
15,0.645,0.41,0.5,0.225,1.626,0.587,0.4055
10,0.45,0.155,0.355,0.115,0.478,0.18,0.1185
15,0.61,0.295,0.49,0.17,1.1775,0.5655,0.2385
7,0.38,0.09,0.3,0.1,0.286,0.1305,0.056
10,0.565,0.3,0.455,0.13,1.058,0.439,0.2645
15,0.67,0.495,0.545,0.16,1.5415,0.5985,0.2565
10,0.54,0.195,0.425,0.12,0.817,0.2945,0.153
9,0.29,0.045,0.225,0.075,0.152,0.071,0.059
7,0.41,0.11,0.33,0.105,0.335,0.1525,0.074
7,0.46,0.17,0.375,0.12,0.4915,0.2205,0.088
9,0.56,0.255,0.44,0.155,0.9705,0.4315,0.263
12,0.575,0.235,0.45,0.1,0.9315,0.431,0.222
12,0.62,0.43,0.5,0.2,1.221,0.4605,0.263
16,0.515,0.185,0.4,0.14,0.7365,0.2955,0.184
12,0.56,0.355,0.46,0.18,0.97,0.342,0.196
13,0.5,0.295,0.4,0.15,0.8085,0.273,0.112
9,0.435,0.165,0.355,0.125,0.4075,0.1535,0.074
12,0.495,0.215,0.38,0.135,0.6295,0.263,0.1425
13,0.595,0.39,0.5,0.18,1.053,0.4405,0.192
14,0.76,0.56,0.575,0.19,1.829,0.7035,0.386
17,0.615,0.345,0.5,0.165,1.1765,0.488,0.244
10,0.565,0.275,0.46,0.15,0.8765,0.3455,0.1925
4,0.14,0.005,0.105,0.035,0.0145,0.005,0.0035
15,0.445,0.1085,0.345,0.14,0.476,0.2055,0.1015
12,0.525,0.1775,0.43,0.125,0.813,0.3315,0.166
4,0.16,0.005,0.12,0.02,0.018,0.0075,0.0045
16,0.635,0.36,0.48,0.235,1.064,0.413,0.228
16,0.575,0.35,0.47,0.165,0.853,0.292,0.179
6,0.38,0.07,0.27,0.095,0.219,0.0835,0.0515
4,0.245,0.02,0.18,0.065,0.0635,0.0245,0.0135
13,0.48,0.185,0.39,0.15,0.6275,0.276,0.134
9,0.455,0.145,0.365,0.135,0.441,0.1515,0.1165
10,0.455,0.12,0.375,0.125,0.458,0.1985,0.111
13,0.455,0.168,0.355,0.135,0.4745,0.1865,0.0935
10,0.355,0.075,0.27,0.1,0.216,0.083,0.037
15,0.52,0.205,0.405,0.14,0.6765,0.2865,0.146
11,0.54,0.215,0.4,0.145,0.757,0.315,0.181
19,0.52,0.26,0.39,0.14,0.7325,0.2415,0.144
11,0.56,0.275,0.445,0.165,1.0285,0.4535,0.253
10,0.52,0.225,0.41,0.16,0.712,0.2845,0.153
13,0.615,0.33,0.46,0.19,1.066,0.4335,0.226
18,0.645,0.345,0.49,0.19,1.3065,0.479,0.3565
11,0.565,0.275,0.43,0.135,0.8545,0.321,0.1775
8,0.295,0.043,0.23,0.085,0.125,0.042,0.0285
10,0.375,0.08,0.28,0.095,0.2225,0.0875,0.043
10,0.525,0.253,0.4,0.14,0.6955,0.2405,0.16
12,0.395,0.09,0.28,0.08,0.266,0.0995,0.066
20,0.5,0.225,0.4,0.165,0.7105,0.27,0.1455
8,0.47,0.155,0.35,0.115,0.487,0.1955,0.127
14,0.58,0.19,0.42,0.16,0.728,0.2725,0.19
12,0.5,0.18,0.38,0.155,0.6675,0.2745,0.156
10,0.725,0.655,0.55,0.22,2.0495,0.7735,0.4405
16,0.65,0.425,0.515,0.215,1.498,0.564,0.323
21,0.67,0.47,0.535,0.185,1.597,0.6275,0.35
17,0.55,0.3,0.44,0.165,0.8605,0.312,0.169
11,0.49,0.185,0.37,0.115,0.541,0.171,0.1175
6,0.235,0.018,0.18,0.06,0.058,0.022,0.0145
5,0.235,0.0215,0.175,0.08,0.0645,0.0215,0.0175
11,0.52,0.26,0.41,0.115,0.77,0.263,0.157
13,0.475,0.21,0.4,0.115,0.541,0.186,0.1025
13,0.53,0.295,0.425,0.11,0.739,0.237,0.161
10,0.35,0.07,0.275,0.065,0.205,0.0745,0.0465
14,0.555,0.25,0.42,0.145,0.8695,0.3075,0.2575
11,0.505,0.19,0.39,0.105,0.6555,0.2595,0.18
15,0.54,0.355,0.44,0.16,1.0905,0.391,0.2295
11,0.525,0.18,0.4,0.115,0.6295,0.2555,0.144
14,0.55,0.4,0.45,0.175,1.0985,0.3765,0.215
20,0.55,0.375,0.44,0.16,0.991,0.348,0.168
6,0.235,0.019,0.175,0.065,0.0615,0.0205,0.02
13,0.525,0.25,0.41,0.165,0.8005,0.2635,0.1985
16,0.475,0.19,0.365,0.14,0.6175,0.202,0.1445
12,0.53,0.23,0.4,0.165,0.772,0.2855,0.1975
13,0.525,0.27,0.415,0.15,0.7155,0.2355,0.171
13,0.53,0.255,0.425,0.13,0.717,0.2115,0.166
13,0.465,0.225,0.39,0.11,0.6355,0.1815,0.157
5,0.315,0.047,0.235,0.08,0.18,0.08,0.045
8,0.465,0.184,0.355,0.12,0.5805,0.255,0.0915
7,0.485,0.133,0.385,0.105,0.556,0.296,0.104
9,0.49,0.1775,0.385,0.12,0.591,0.271,0.1125
12,0.515,0.22,0.395,0.14,0.686,0.281,0.1255
10,0.555,0.263,0.44,0.155,1.016,0.4935,0.1855
9,0.61,0.3345,0.5,0.18,1.438,0.5185,0.3735
11,0.68,0.515,0.55,0.19,1.807,0.8225,0.3655
11,0.69,0.4305,0.55,0.195,1.777,0.769,0.38
10,0.695,0.496,0.55,0.205,2.173,1.133,0.4665
10,0.72,0.585,0.575,0.195,2.1505,1.0745,0.382
4,0.27,0.0305,0.205,0.075,0.118,0.059,0.031
5,0.27,0.03,0.19,0.06,0.099,0.0445,0.017
6,0.295,0.035,0.22,0.07,0.1365,0.0575,0.0295
6,0.295,0.035,0.22,0.065,0.1295,0.052,0.028
6,0.315,0.045,0.23,0.07,0.164,0.0625,0.04
6,0.375,0.08,0.29,0.095,0.2875,0.123,0.0605
6,0.38,0.082,0.3,0.09,0.277,0.1655,0.0625
6,0.385,0.07,0.285,0.09,0.248,0.0935,0.066
6,0.4,0.066,0.295,0.095,0.252,0.1105,0.0575
8,0.415,0.097,0.315,0.12,0.4015,0.199,0.087
7,0.415,0.1025,0.33,0.1,0.3905,0.1925,0.0755
8,0.42,0.105,0.32,0.115,0.409,0.2055,0.0935
6,0.44,0.119,0.33,0.135,0.4095,0.163,0.1005
7,0.45,0.1405,0.35,0.135,0.494,0.2205,0.0945
7,0.475,0.135,0.35,0.12,0.4905,0.2035,0.13
8,0.485,0.169,0.39,0.12,0.599,0.251,0.1345
6,0.495,0.155,0.375,0.115,0.6245,0.282,0.143
7,0.525,0.18,0.41,0.115,0.7745,0.416,0.163
8,0.565,0.275,0.455,0.15,0.9795,0.444,0.205
6,0.58,0.2515,0.435,0.15,0.8915,0.363,0.1925
6,0.585,0.225,0.45,0.125,0.874,0.3545,0.2075
10,0.6,0.33,0.465,0.155,1.262,0.6245,0.2455
11,0.63,0.322,0.48,0.185,1.21,0.53,0.2555
10,0.645,0.34,0.525,0.17,1.37,0.6135,0.283
11,0.655,0.547,0.545,0.185,1.759,0.6865,0.313
8,0.665,0.3445,0.515,0.165,1.3855,0.621,0.302
11,0.67,0.5055,0.52,0.195,1.8065,0.758,0.3735
10,0.67,0.4505,0.51,0.2,1.5945,0.6705,0.3845
9,0.685,0.3725,0.51,0.18,1.4545,0.6315,0.3105
10,0.7,0.5755,0.6,0.23,2.003,0.8105,0.4045
12,0.72,0.621,0.6,0.235,2.2385,0.984,0.411
4,0.185,0.01,0.135,0.045,0.032,0.011,0.0065
5,0.245,0.02,0.175,0.055,0.0785,0.04,0.018
6,0.315,0.3505,0.23,0,0.134,0.0575,0.0285
6,0.36,0.062,0.27,0.09,0.2075,0.098,0.039
6,0.375,0.055,0.28,0.08,0.2235,0.115,0.043
6,0.415,0.083,0.31,0.095,0.34,0.181,0.057
7,0.455,0.1325,0.35,0.135,0.5365,0.2855,0.0855
6,0.48,0.135,0.35,0.105,0.635,0.352,0.127
8,0.485,0.1525,0.375,0.125,0.562,0.2505,0.1345
8,0.51,0.1555,0.39,0.125,0.597,0.293,0.1265
10,0.52,0.17,0.395,0.125,0.5815,0.2565,0.1265
9,0.555,0.2015,0.43,0.14,0.7545,0.3525,0.1835
9,0.585,0.247,0.465,0.15,0.98,0.4315,0.2545
11,0.585,0.2515,0.46,0.15,1.0035,0.503,0.2105
12,0.585,0.305,0.455,0.155,1.133,0.5515,0.223
8,0.61,0.265,0.49,0.16,1.146,0.597,0.246
9,0.61,0.245,0.475,0.15,1.142,0.62,0.237
9,0.615,0.286,0.53,0.17,1.12,0.5775,0.2095
8,0.62,0.255,0.465,0.14,1.011,0.479,0.2385
8,0.625,0.323,0.505,0.175,1.131,0.5425,0.2265
10,0.625,0.285,0.48,0.175,1.065,0.4865,0.259
10,0.635,0.225,0.48,0.145,1.181,0.665,0.229
9,0.64,0.37,0.525,0.175,1.382,0.646,0.3115
11,0.66,0.178,0.505,0.19,1.4385,0.6775,0.285
8,0.66,0.3,0.485,0.155,1.2275,0.61,0.274
10,0.66,0.335,0.515,0.155,1.4415,0.7055,0.3555
11,0.68,0.4295,0.55,0.175,1.473,0.713,0.282
10,0.69,0.4715,0.58,0.195,1.658,0.708,0.3615
11,0.72,0.4705,0.545,0.195,1.7475,0.8215,0.383
6,0.275,0.03,0.2,0.07,0.096,0.037,0.0225
6,0.33,0.0505,0.245,0.065,0.1445,0.058,0.032
7,0.33,0.055,0.26,0.085,0.1965,0.0915,0.0425
7,0.365,0.0605,0.28,0.09,0.196,0.0865,0.036
6,0.365,0.0655,0.27,0.09,0.2155,0.1005,0.049
